id,user_id,book_id,quantity,unit_price,timestamp,shipping,unit_price_usd,timestamp_dt,paid_price,date,year,month,day
80941,47864,21550,1,67.0 €,2025-01-11 09:50:11 PM,,80.4,2025-01-11 21:50:11.000,80.4,2025-01-11,2025,1,11
81245,47864,22052,2,EUR26.99,2024-03-27T07:46:55.055,,32.39,2024-03-27 07:46:55.055,64.78,2024-03-27,2024,3,27
78477,48918,21367,1,30 $,"11:17:51 PM, 29-JUN-2025",,30.0,2025-06-29 23:17:51.000,30.0,2025-06-29,2025,6,29
86303,48092,21724,1,18 $,09:29;11/06/24,,18.0,2024-11-06 09:29:00.000,18.0,2024-11-06,2024,11,6
81990,48418,21441,1,USD 24.99,2024-09-16;03:05:39 pm,,24.99,2024-09-16 15:05:39.000,24.99,2024-09-16,2024,9,16
82785,50265,21459,2,41.50$,2024-06-29T00:13:48.016,,41.5,2024-06-29 00:13:48.016,83.0,2024-06-29,2024,6,29
84594,49429,21598,1,19.99 $,"6-JUL-2024,15:27",,19.99,2024-07-06 15:27:00.000,19.99,2024-07-06,2024,7,6
86155,49965,21752,1,61.99 $,"11:28:42 AM, 2025-01-08",,61.99,2025-01-08 11:28:42.000,61.99,2025-01-08,2025,1,8
82478,50188,21587,1,69.5$,2024-11-08T02:05:08.703,,69.5,2024-11-08 02:05:08.703,69.5,2024-11-08,2024,11,8
80811,50433,21899,1,66.99 €,"04:51:52,08/18/24",,80.39,2024-08-18 04:51:52.000,80.39,2024-08-18,2024,8,18
80319,48403,21729,1,44.99$,21:01;2025-02-22,"605 Durgan Corner, New Marcos, PA 20319-6778",44.99,2025-02-22 21:01:00.000,44.99,2025-02-22,2025,2,22
81678,50160,21892,1,USD24.5,"2025-01-31, 15:55:19",,24.5,2025-01-31 15:55:19.000,24.5,2025-01-31,2025,1,31
78241,50620,21794,2,$ 32.25,"03:33:23,2025-02-11",,32.25,2025-02-11 03:33:23.000,64.5,2025-02-11,2025,2,11
78614,47795,21803,1,$49.50,22-JAN-2025 09:29:50 pm,,49.5,2025-01-22 21:29:50.000,49.5,2025-01-22,2025,1,22
84345,50838,21832,1,32.50$,2025-03-21;22:09,,32.5,2025-03-21 22:09:00.000,32.5,2025-03-21,2025,3,21
80911,49908,21881,1,63.5$,2024-08-27T08:15:41.056,,63.5,2024-08-27 08:15:41.056,63.5,2024-08-27,2024,8,27
79692,49610,21675,1,USD 18.50,"01:47:03 am,2024-11-04",,18.5,2024-11-04 01:47:03.000,18.5,2024-11-04,2024,11,4
81095,50016,21374,1,EUR 71.99,"2025-07-21,10:40:41 pm",,86.39,2025-07-21 22:40:41.000,86.39,2025-07-21,2025,7,21
79587,49751,21339,4,$ 65.0,16:03 12/04/24,,65.0,2024-12-04 16:03:00.000,260.0,2024-12-04,2024,12,4
82696,50196,21584,1,€43¢75,"16:05:16, 6-November-2024",,52.5,2024-11-06 16:05:16.000,52.5,2024-11-06,2024,11,6
83541,50147,21816,2,70$50¢,"11:45:28, 03/06/25","Suite 772 5259 Ozie Summit, Cummerataview, IN 87860",50.0,2025-03-06 11:45:28.000,100.0,2025-03-06,2025,3,6
77673,50860,21475,1,26.00 $,04/16/25;08:36:11 A.M.,,26.0,2025-04-16 08:36:11.000,26.0,2025-04-16,2025,4,16
85884,49197,21976,1,29.00EUR,"2024-09-05,07:02",,34.8,2024-09-05 07:02:00.000,34.8,2024-09-05,2024,9,5
82744,50498,21491,1,30 USD,08:57:54;10-Sep-2024,,30.0,2024-09-10 08:57:54.000,30.0,2024-09-10,2024,9,10
80411,48273,22026,2,$ 57.50,13:50 12/07/24,,57.5,2024-12-07 13:50:00.000,115.0,2024-12-07,2024,12,7
80497,48726,21543,1,EUR 53.25,"03:29:22 P.M., 10-Apr-2025",,63.9,2025-04-10 15:29:22.000,63.9,2025-04-10,2025,4,10
83693,50758,21777,1,€31.50,"02/05/25,16:14:04",,37.8,2025-02-05 16:14:04.000,37.8,2025-02-05,2025,2,5
86357,49125,21573,2,USD28.00,10:30:57 08/24/24,"78346 Edmundo Heights, Huelshire, VA 41518-0607",28.0,2024-08-24 10:30:57.000,56.0,2024-08-24,2024,8,24
83599,47733,22055,1,USD 55.50,2024-08-24;08:24:59,,55.5,2024-08-24 08:24:59.000,55.5,2024-08-24,2024,8,24
